
Latitude,Longitude,Depth,Nitrogen (g/kg),Phosphorus (mg/kg),Potassium (cmol/kg),pH,Temperature (°C),Humidity (%),Rainfall (mm),Time of Day (Hour),Disease
17.385,78.4867,30-60 cm,0.3764,47.27,0.601,4.25,31.2,64.58,99.13,8,Suboptimal Growth
17.385,78.4867,15-30 cm,0.6739,11.03,0.3865,6.82,30.55,92.28,202.48,22,Sheath Blight
17.385,78.4867,30-60 cm,0.7218,42.04,0.8124,4.79,32.07,71.98,112.99,6,Rice Blast
17.385,78.4867,30-60 cm,0.3831,16.17,0.1027,6.27,30.74,91.46,277.04,5,Sheath Blight
17.385,78.4867,15-30 cm,0.3396,23.26,0.2628,5.45,30.58,53.59,121.41,15,Suboptimal Growth
17.385,78.4867,30-60 cm,0.6806,13.59,0.2326,7.36,29.41,92.93,219.99,0,Sheath Blight
17.385,78.4867,0-5 cm,0.4044,30.24,0.6432,6.8,27.88,94.96,275.86,5,Rice Blast
17.385,78.4867,0-5 cm,0.359,22.54,0.1151,7.26,30.23,92.39,244.02,2,Sheath Blight
17.385,78.4867,5-15 cm,0.7468,32.35,0.7162,4.9,17.13,82.91,136.96,19,Suboptimal Growth
17.385,78.4867,30-60 cm,0.4043,43.75,0.2742,6.82,31.3,90.49,195.98,1,Sheath Blight
17.385,78.4867,15-30 cm,0.6145,57.55,0.717,5.16,30.34,65.11,145.35,11,Rice Blast
17.385,78.4867,15-30 cm,0.5424,27.38,0.7706,6.28,29.14,91.48,205.04,21,Rice Blast
17.385,78.4867,15-30 cm,0.7959,68.39,0.6491,4.43,25.98,79.88,116.42,5,Suboptimal Growth
17.385,78.4867,30-60 cm,0.4273,29.34,0.8248,6.15,23.07,92.62,230.08,2,Rice Blast
17.385,78.4867,0-5 cm,0.5794,26.43,0.6078,5.64,27.69,88.87,218.04,4,Rice Blast
17.385,78.4867,5-15 cm,0.166,38.49,0.6658,7.45,24.55,73.14,97.15,8,Suboptimal Growth
17.385,78.4867,5-15 cm,0.3486,21.62,0.8441,7.07,26.93,59.42,144.37,17,Suboptimal Growth
17.385,78.4867,15-30 cm,0.6665,43.3,0.8326,5.35,28.15,60.05,180.89,9,Rice Blast
17.385,78.4867,0-5 cm,0.5759,47.29,0.1085,7.8,29.26,66.97,112.15,8,Sheath Blight
17.385,78.4867,15-30 cm,0.7999,58.46,0.974,5.17,32.31,70.73,173.17,12,Rice Blast
17.385,78.4867,30-60 cm,0.238,59.59,0.1509,4.3,34.68,52.39,55.97,17,Suboptimal Growth
17.385,78.4867,5-15 cm,0.4502,47.02,0.1787,7.1,28.55,67.55,166.84,11,Sheath Blight
17.385,78.4867,15-30 cm,0.3146,14.31,0.2871,7.38,31.38,91.35,293.1,0,Sheath Blight
17.385,78.4867,0-5 cm,0.3278,20.06,0.3456,5.63,25.05,78.17,159.04,16,Healthy
17.385,78.4867,30-60 cm,0.4429,26.54,0.2674,7.33,26.08,69.32,146.73,7,Sheath Blight
17.385,78.4867,15-30 cm,0.4962,37.95,0.5942,6.13,20.41,60.16,183.54,20,Healthy
17.385,78.4867,0-5 cm,0.7405,23.42,0.7212,5.03,24.37,76.55,88.03,10,Suboptimal Growth
17.385,78.4867,30-60 cm,0.351,19.44,0.8459,4.25,33.72,81.74,119.24,7,Suboptimal Growth
17.385,78.4867,15-30 cm,0.3153,33.84,0.3358,6.67,31.33,93.47,229.83,2,Sheath Blight
17.385,78.4867,15-30 cm,0.2655,57.82,0.1538,5.25,31.73,65.73,108.43,2,Suboptimal Growth
17.385,78.4867,5-15 cm,0.4299,48.24,0.5843,6.24,18.49,68.76,100.03,22,Healthy
17.385,78.4867,0-5 cm,0.4584,22.6,0.1748,7.48,29.92,94.03,213.13,1,Sheath Blight
17.385,78.4867,15-30 cm,0.5843,32.36,0.3609,6.09,22.02,52.6,116.15,0,Healthy
17.385,78.4867,5-15 cm,0.174,48.81,0.6685,5.27,29.8,88.81,123.79,4,Suboptimal Growth
17.385,78.4867,15-30 cm,0.1642,22.0,0.7235,5.79,32.96,92.36,97.83,0,Suboptimal Growth
17.385,78.4867,5-15 cm,0.6348,41.61,0.8371,5.97,25.83,85.58,63.17,15,Suboptimal Growth
17.385,78.4867,5-15 cm,0.4087,42.35,0.573,6.76,22.49,88.82,152.34,23,Rice Blast
17.385,78.4867,15-30 cm,0.4725,34.28,0.2859,6.97,27.51,67.56,187.3,17,Sheath Blight
17.385,78.4867,30-60 cm,0.4043,31.94,0.2553,7.94,25.52,72.36,105.45,15,Sheath Blight
17.385,78.4867,5-15 cm,0.6109,35.13,0.4006,7.37,28.82,94.87,239.36,3,Sheath Blight
17.385,78.4867,0-5 cm,0.3472,22.72,0.4739,7.33,30.85,93.62,292.89,21,Sheath Blight
17.385,78.4867,0-5 cm,0.5742,24.08,0.2356,7.13,31.03,92.15,274.57,21,Sheath Blight
17.385,78.4867,5-15 cm,0.302,47.6,0.2033,5.52,25.51,60.6,161.52,16,Healthy
17.385,78.4867,0-5 cm,0.5492,24.19,0.506,5.75,27.47,60.88,179.52,6,Healthy
17.385,78.4867,30-60 cm,0.6777,38.85,0.4646,6.64,27.6,93.78,208.6,22,Rice Blast
17.385,78.4867,30-60 cm,0.6762,33.24,0.8225,6.91,29.67,89.48,288.42,21,Rice Blast
17.385,78.4867,30-60 cm,0.3803,39.08,0.4791,6.45,22.28,59.68,114.12,21,Healthy
17.385,78.4867,30-60 cm,0.5595,22.31,0.3475,5.85,31.55,89.35,256.63,1,Rice Blast
17.385,78.4867,30-60 cm,0.4965,35.48,0.2972,6.61,27.38,71.01,147.79,8,Sheath Blight
17.385,78.4867,30-60 cm,0.5741,13.78,0.2718,7.49,29.57,94.68,265.76,0,Sheath Blight
17.385,78.4867,15-30 cm,0.4159,47.02,0.5155,6.88,31.71,85.95,234.55,3,Rice Blast
17.385,78.4867,5-15 cm,0.5766,48.94,0.8588,5.66,22.9,92.43,221.62,2,Rice Blast
17.385,78.4867,30-60 cm,0.5959,41.78,0.2568,6.55,25.86,72.79,113.22,17,Sheath Blight
17.385,78.4867,0-5 cm,0.4982,49.63,0.2691,7.28,29.73,70.2,173.75,16,Sheath Blight
17.385,78.4867,0-5 cm,0.3505,21.22,0.7083,6.41,18.75,58.31,180.94,23,Healthy
17.385,78.4867,0-5 cm,0.522,42.43,0.4645,6.49,18.66,60.61,185.34,0,Healthy
17.385,78.4867,30-60 cm,0.7351,61.13,0.1259,5.44,33.35,90.52,129.69,3,Suboptimal Growth
17.385,78.4867,5-15 cm,0.6639,35.1,0.4257,5.49,30.94,78.67,111.41,19,Rice Blast
17.385,78.4867,0-5 cm,0.3936,36.8,0.3777,6.24,31.5,94.4,154.95,23,Sheath Blight
17.385,78.4867,5-15 cm,0.182,64.3,0.4361,5.43,15.21,94.56,70.67,19,Suboptimal Growth
17.385,78.4867,30-60 cm,0.2079,31.31,0.3024,5.52,23.15,68.45,115.32,5,Healthy
17.385,78.4867,15-30 cm,0.4337,27.92,0.1247,7.59,27.22,61.32,162.29,11,Sheath Blight
17.385,78.4867,15-30 cm,0.761,33.08,0.9006,4.77,20.81,73.87,143.32,17,Suboptimal Growth
17.385,78.4867,30-60 cm,0.3579,30.06,0.8,6.13,20.4,55.0,122.35,1,Healthy
17.385,78.4867,15-30 cm,0.5499,30.04,0.2892,6.64,25.7,65.3,154.49,16,Sheath Blight
17.385,78.4867,0-5 cm,0.5889,33.63,0.2011,7.13,29.47,94.82,250.39,21,Sheath Blight
17.385,78.4867,15-30 cm,0.7629,31.83,0.6851,5.03,34.51,69.24,184.18,19,Rice Blast
17.385,78.4867,0-5 cm,0.3341,44.18,0.4386,6.21,18.26,56.39,118.3,1,Healthy
17.385,78.4867,0-5 cm,0.3475,41.36,0.2713,6.39,28.49,91.04,182.65,20,Sheath Blight
17.385,78.4867,0-5 cm,0.4463,24.28,0.2367,6.84,25.79,79.85,124.8,11,Sheath Blight
17.385,78.4867,5-15 cm,0.5711,58.72,0.5067,6.64,23.36,53.8,68.76,8,Suboptimal Growth
17.385,78.4867,15-30 cm,0.4756,13.08,0.2038,5.8,19.39,69.69,121.13,14,Suboptimal Growth
17.385,78.4867,15-30 cm,0.5797,34.82,0.5365,5.91,25.92,63.25,172.71,15,Healthy
17.385,78.4867,0-5 cm,0.7492,44.74,0.8777,4.98,30.98,75.63,108.7,15,Rice Blast
17.385,78.4867,30-60 cm,0.7974,52.25,0.5494,5.46,30.88,73.2,148.97,11,Rice Blast
17.385,78.4867,0-5 cm,0.5016,39.22,0.5597,6.41,23.18,63.83,149.72,5,Healthy
17.385,78.4867,5-15 cm,0.7009,63.88,0.7277,5.91,18.47,44.75,103.57,19,Suboptimal Growth
17.385,78.4867,30-60 cm,0.6381,21.31,0.842,6.09,31.55,78.13,100.55,20,Suboptimal Growth
17.385,78.4867,15-30 cm,0.5245,29.7,0.8725,7.14,18.15,63.79,107.75,11,Suboptimal Growth
17.385,78.4867,15-30 cm,0.4618,42.01,0.2556,6.61,25.06,69.89,139.42,18,Sheath Blight
17.385,78.4867,15-30 cm,0.5595,32.79,0.6311,5.96,24.92,67.53,124.03,22,Healthy
17.385,78.4867,0-5 cm,0.1744,25.09,0.6326,6.37,15.36,42.39,136.01,21,Suboptimal Growth
17.385,78.4867,0-5 cm,0.5654,20.23,0.2273,6.16,20.54,59.54,138.98,5,Healthy
17.385,78.4867,30-60 cm,0.4249,43.04,0.7796,5.57,24.08,61.6,175.54,10,Healthy
17.385,78.4867,0-5 cm,0.4155,26.44,0.1738,6.69,28.71,60.05,187.08,17,Sheath Blight
17.385,78.4867,30-60 cm,0.7014,46.61,0.3409,5.41,31.71,76.54,100.83,13,Rice Blast
17.385,78.4867,30-60 cm,0.2512,52.14,0.4561,6.92,18.75,85.55,123.51,19,Suboptimal Growth
17.385,78.4867,15-30 cm,0.6003,44.59,0.6251,5.74,24.41,94.09,282.24,4,Rice Blast
17.385,78.4867,5-15 cm,0.4695,20.6,0.4306,6.46,24.64,61.47,105.27,3,Healthy
17.385,78.4867,5-15 cm,0.446,44.4,0.6139,5.7,32.97,45.37,146.13,20,Suboptimal Growth
17.385,78.4867,15-30 cm,0.4971,43.46,0.1178,7.23,28.1,68.76,125.27,10,Sheath Blight
17.385,78.4867,15-30 cm,0.2692,22.55,0.2577,6.01,24.54,55.05,162.65,21,Healthy
17.385,78.4867,0-5 cm,0.439,46.18,0.1865,7.01,26.92,68.3,167.09,6,Sheath Blight
17.385,78.4867,5-15 cm,0.4064,28.9,0.2052,7.03,25.01,68.81,180.54,19,Sheath Blight
17.385,78.4867,5-15 cm,0.4043,31.16,0.4584,5.94,21.62,67.56,191.54,22,Healthy
17.385,78.4867,5-15 cm,0.4719,25.47,0.1496,7.28,27.47,74.53,143.21,12,Sheath Blight
17.385,78.4867,15-30 cm,0.667,26.26,0.5818,6.76,31.81,90.06,240.45,5,Rice Blast
17.385,78.4867,0-5 cm,0.4165,45.84,0.1956,6.66,25.65,79.8,116.07,8,Sheath Blight
17.385,78.4867,30-60 cm,0.3951,22.4,0.7808,5.98,22.71,50.75,139.94,20,Healthy
17.385,78.4867,5-15 cm,0.7732,46.5,0.5056,5.04,32.79,65.12,102.35,18,Rice Blast
17.385,78.4867,5-15 cm,0.5204,35.89,0.2086,7.85,27.9,75.57,119.21,8,Sheath Blight
17.385,78.4867,15-30 cm,0.4495,18.08,0.3617,5.97,18.39,71.97,133.0,14,Suboptimal Growth
17.385,78.4867,15-30 cm,0.3006,43.78,0.2743,6.23,30.4,94.61,282.92,3,Sheath Blight
17.385,78.4867,5-15 cm,0.6463,30.48,0.717,4.54,33.88,77.48,143.47,18,Rice Blast
17.385,78.4867,0-5 cm,0.2453,37.45,0.8077,7.17,23.88,91.97,141.23,18,Suboptimal Growth
17.385,78.4867,0-5 cm,0.4237,46.09,0.2712,7.99,26.55,77.68,117.89,18,Sheath Blight
17.385,78.4867,5-15 cm,0.6763,45.62,0.4681,4.9,31.03,72.93,150.42,10,Rice Blast
17.385,78.4867,0-5 cm,0.5413,17.37,0.3603,6.04,28.85,94.45,162.41,21,Sheath Blight
17.385,78.4867,30-60 cm,0.5245,23.74,0.2639,6.78,29.0,79.21,104.12,18,Sheath Blight
17.385,78.4867,15-30 cm,0.4358,14.84,0.3832,4.56,28.48,78.97,54.87,13,Suboptimal Growth
17.385,78.4867,15-30 cm,0.5564,21.94,0.7198,5.53,27.04,94.38,167.69,5,Rice Blast
17.385,78.4867,30-60 cm,0.6589,51.46,0.4785,4.95,32.99,64.06,177.09,11,Rice Blast
17.385,78.4867,15-30 cm,0.3589,33.33,0.7227,5.96,26.32,66.33,128.61,15,Healthy
17.385,78.4867,0-5 cm,0.5963,39.05,0.6807,5.74,29.03,86.44,298.99,3,Rice Blast
17.385,78.4867,15-30 cm,0.4808,21.68,0.7219,6.14,28.11,48.25,101.49,21,Suboptimal Growth
17.385,78.4867,5-15 cm,0.6822,31.13,0.6432,6.26,23.95,81.85,118.61,22,Suboptimal Growth
17.385,78.4867,5-15 cm,0.4699,69.17,0.333,4.69,15.59,53.71,74.69,8,Suboptimal Growth
17.385,78.4867,0-5 cm,0.5893,25.79,0.1155,7.3,31.19,92.5,163.44,21,Sheath Blight
17.385,78.4867,30-60 cm,0.4141,23.18,0.162,7.11,29.86,90.06,222.1,22,Sheath Blight
17.385,78.4867,30-60 cm,0.659,39.91,0.4732,4.68,30.06,65.94,107.56,16,Rice Blast
17.385,78.4867,30-60 cm,0.5545,11.65,0.2737,6.58,29.24,93.98,270.54,0,Sheath Blight
17.385,78.4867,15-30 cm,0.7836,30.95,0.3551,5.33,34.62,73.75,100.9,15,Rice Blast
17.385,78.4867,0-5 cm,0.4288,19.53,0.2219,6.39,30.33,91.35,179.83,1,Sheath Blight
17.385,78.4867,30-60 cm,0.5112,21.75,0.1093,7.43,25.3,61.0,165.63,10,Sheath Blight
17.385,78.4867,15-30 cm,0.4952,41.96,0.5614,6.08,23.51,70.22,185.5,8,Healthy
17.385,78.4867,30-60 cm,0.4188,28.31,0.5348,5.87,22.8,77.53,121.04,7,Healthy
17.385,78.4867,5-15 cm,0.6255,30.43,0.1985,6.08,29.66,92.2,177.83,4,Sheath Blight
17.385,78.4867,15-30 cm,0.7765,60.12,0.2099,6.37,21.47,54.16,126.15,8,Suboptimal Growth
17.385,78.4867,30-60 cm,0.5767,34.85,0.4242,6.48,26.09,78.56,185.82,16,Healthy
17.385,78.4867,5-15 cm,0.6517,38.66,0.3514,4.6,30.49,60.51,169.0,10,Rice Blast
17.385,78.4867,5-15 cm,0.2665,25.85,0.5688,5.69,22.38,75.71,176.2,14,Healthy
17.385,78.4867,30-60 cm,0.4647,63.92,0.9501,6.29,34.18,64.53,52.19,10,Suboptimal Growth
17.385,78.4867,0-5 cm,0.6896,40.38,0.5081,4.92,28.98,66.64,186.43,7,Rice Blast
17.385,78.4867,30-60 cm,0.6262,31.92,0.3629,6.58,27.1,92.81,285.86,5,Rice Blast
17.385,78.4867,0-5 cm,0.4304,25.56,0.1486,6.98,29.02,70.8,167.37,11,Sheath Blight
17.385,78.4867,15-30 cm,0.4423,20.98,0.301,6.06,21.4,51.53,165.05,5,Healthy
17.385,78.4867,30-60 cm,0.7415,48.1,0.6048,5.57,34.2,62.25,76.13,19,Suboptimal Growth
17.385,78.4867,5-15 cm,0.2491,31.58,0.4253,5.93,19.02,59.89,174.25,5,Healthy
17.385,78.4867,5-15 cm,0.5098,53.67,0.9501,5.22,25.54,82.7,119.13,17,Suboptimal Growth
17.385,78.4867,15-30 cm,0.3975,37.84,0.4386,6.34,30.15,94.51,244.35,2,Sheath Blight
17.385,78.4867,0-5 cm,0.6343,34.07,0.8246,4.79,34.54,63.48,178.15,10,Rice Blast
17.385,78.4867,0-5 cm,0.4908,61.07,0.7563,6.54,27.49,49.02,75.09,22,Suboptimal Growth
17.385,78.4867,0-5 cm,0.3415,20.7,0.4301,5.95,24.89,58.89,117.28,3,Healthy
17.385,78.4867,0-5 cm,0.5573,38.47,0.6872,6.05,27.05,87.33,282.96,0,Rice Blast
17.385,78.4867,0-5 cm,0.6798,30.38,0.3421,6.54,28.09,87.55,221.27,2,Rice Blast
17.385,78.4867,30-60 cm,0.4739,36.72,0.1796,7.93,27.27,66.04,106.37,14,Sheath Blight
17.385,78.4867,5-15 cm,0.2824,44.26,0.5161,6.31,26.67,70.18,141.04,6,Healthy
17.385,78.4867,0-5 cm,0.6713,38.56,0.7694,5.26,28.4,77.62,186.9,13,Rice Blast
17.385,78.4867,0-5 cm,0.2888,44.67,0.4067,5.52,19.05,68.66,114.3,3,Healthy
17.385,78.4867,0-5 cm,0.4186,45.6,0.4479,6.52,23.64,89.64,180.18,23,Rice Blast
17.385,78.4867,0-5 cm,0.6809,61.69,0.4711,7.19,31.92,48.96,61.83,21,Suboptimal Growth
17.385,78.4867,30-60 cm,0.6042,15.68,0.3562,6.62,28.73,93.86,156.18,2,Sheath Blight
17.385,78.4867,0-5 cm,0.2346,32.97,0.6476,6.36,22.75,57.17,122.99,21,Healthy
17.385,78.4867,0-5 cm,0.2024,11.43,0.8092,7.23,26.78,88.85,52.58,12,Suboptimal Growth
17.385,78.4867,30-60 cm,0.5348,43.74,0.2996,6.85,25.68,70.45,152.2,9,Sheath Blight
17.385,78.4867,0-5 cm,0.5996,25.35,0.3073,6.14,26.52,93.88,269.26,3,Rice Blast
17.385,78.4867,0-5 cm,0.3926,42.29,0.2954,6.47,23.47,59.17,116.57,23,Healthy
17.385,78.4867,15-30 cm,0.775,36.55,0.5966,4.69,31.68,75.58,114.79,9,Rice Blast
17.385,78.4867,0-5 cm,0.255,17.45,0.916,4.81,19.8,43.88,136.9,23,Suboptimal Growth
17.385,78.4867,30-60 cm,0.6165,31.47,0.6471,7.09,30.24,45.05,84.63,15,Suboptimal Growth
17.385,78.4867,0-5 cm,0.331,49.69,0.1336,6.0,30.22,92.52,163.45,2,Sheath Blight
17.385,78.4867,0-5 cm,0.5667,31.27,0.7277,6.75,27.0,93.84,244.1,4,Rice Blast
17.385,78.4867,30-60 cm,0.3174,11.89,0.4844,6.42,31.25,90.71,196.85,20,Sheath Blight
17.385,78.4867,5-15 cm,0.3415,20.26,0.4511,6.42,28.07,92.9,234.04,21,Sheath Blight
17.385,78.4867,5-15 cm,0.5963,43.66,0.2449,7.06,30.65,91.79,201.43,21,Sheath Blight
17.385,78.4867,5-15 cm,0.5393,21.75,0.2099,6.71,25.82,65.86,169.14,13,Sheath Blight
17.385,78.4867,0-5 cm,0.401,21.25,0.1994,7.78,25.97,66.08,195.11,8,Sheath Blight
17.385,78.4867,15-30 cm,0.7146,34.3,0.4255,5.24,30.51,67.05,109.42,18,Rice Blast
17.385,78.4867,15-30 cm,0.5583,38.71,0.2806,7.72,25.74,76.28,191.94,11,Sheath Blight
17.385,78.4867,5-15 cm,0.5586,35.63,0.804,6.1,24.44,86.72,155.29,2,Rice Blast
17.385,78.4867,5-15 cm,0.512,31.95,0.6608,5.82,24.29,58.01,146.93,23,Healthy
17.385,78.4867,5-15 cm,0.4996,7.06,0.6061,6.93,34.29,91.34,103.79,7,Suboptimal Growth
17.385,78.4867,30-60 cm,0.4979,34.5,0.5766,6.78,29.88,85.97,273.88,21,Rice Blast
17.385,78.4867,15-30 cm,0.7675,10.97,0.4742,7.28,30.73,74.93,104.73,21,Suboptimal Growth
17.385,78.4867,30-60 cm,0.6325,68.51,0.537,5.58,28.71,92.18,63.53,10,Suboptimal Growth
17.385,78.4867,30-60 cm,0.6895,20.83,0.341,6.99,31.19,91.65,249.1,22,Sheath Blight
17.385,78.4867,15-30 cm,0.5526,43.01,0.7773,6.78,25.08,86.57,291.86,2,Rice Blast
17.385,78.4867,5-15 cm,0.3443,32.29,0.242,6.45,23.17,65.35,155.81,16,Healthy
17.385,78.4867,30-60 cm,0.2547,58.25,0.1802,5.57,33.2,43.12,127.94,19,Suboptimal Growth
17.385,78.4867,30-60 cm,0.4479,49.25,0.1901,6.65,28.69,63.85,106.69,18,Sheath Blight
17.385,78.4867,5-15 cm,0.6633,25.15,0.4949,4.44,30.67,47.22,67.84,15,Suboptimal Growth
17.385,78.4867,15-30 cm,0.5957,20.7,0.499,7.32,31.57,92.35,156.26,4,Sheath Blight
17.385,78.4867,30-60 cm,0.565,46.84,0.5028,6.19,26.99,66.09,108.47,12,Healthy
17.385,78.4867,30-60 cm,0.3977,25.66,0.2761,5.54,19.84,51.59,191.51,3,Healthy
17.385,78.4867,0-5 cm,0.6996,42.62,0.4508,4.79,30.34,79.17,118.31,15,Rice Blast
17.385,78.4867,15-30 cm,0.6575,37.14,0.7127,6.68,24.24,92.98,257.76,3,Rice Blast
17.385,78.4867,15-30 cm,0.4692,46.23,0.1963,7.88,28.95,61.71,155.38,8,Sheath Blight
17.385,78.4867,15-30 cm,0.6993,30.59,0.3128,4.81,29.35,61.68,173.09,12,Rice Blast
17.385,78.4867,5-15 cm,0.6673,37.89,0.757,6.33,31.48,89.57,257.64,22,Rice Blast
17.385,78.4867,5-15 cm,0.5047,39.74,0.4765,5.77,22.61,79.27,163.3,7,Healthy
17.385,78.4867,15-30 cm,0.5275,21.87,0.7278,6.11,22.2,60.83,162.71,17,Healthy
17.385,78.4867,30-60 cm,0.6272,44.36,0.9203,4.15,21.64,86.21,51.4,16,Suboptimal Growth
17.385,78.4867,0-5 cm,0.7658,35.8,0.6261,4.79,31.95,62.13,137.16,8,Rice Blast
17.385,78.4867,30-60 cm,0.5678,42.77,0.6471,6.23,21.52,62.91,140.84,3,Healthy
17.385,78.4867,5-15 cm,0.3778,20.89,0.2709,6.18,23.12,69.57,152.55,2,Healthy
17.385,78.4867,15-30 cm,0.6327,38.55,0.5356,4.75,31.37,63.91,196.16,15,Rice Blast
17.385,78.4867,5-15 cm,0.3911,47.47,0.5816,6.0,26.48,79.41,132.19,13,Healthy
17.385,78.4867,0-5 cm,0.2183,45.94,0.532,5.69,23.52,74.79,101.55,17,Healthy
17.385,78.4867,5-15 cm,0.3218,53.51,0.1132,4.29,18.19,47.77,98.62,16,Suboptimal Growth
17.385,78.4867,5-15 cm,0.5338,28.94,0.6864,5.61,25.35,77.73,119.23,17,Healthy
17.385,78.4867,15-30 cm,0.133,16.45,0.4524,4.4,34.7,57.4,63.25,5,Suboptimal Growth
17.385,78.4867,5-15 cm,0.2825,31.27,0.5824,4.56,34.74,40.69,138.83,23,Suboptimal Growth
17.385,78.4867,15-30 cm,0.4276,45.61,0.3049,6.25,21.64,55.67,92.84,12,Suboptimal Growth
17.385,78.4867,5-15 cm,0.5939,27.28,0.2778,6.58,28.38,78.12,181.52,8,Sheath Blight
17.385,78.4867,0-5 cm,0.4262,49.91,0.1322,7.73,28.43,60.77,139.32,7,Sheath Blight
17.385,78.4867,0-5 cm,0.6342,32.8,0.4668,4.81,31.21,66.22,142.73,7,Rice Blast
17.385,78.4867,0-5 cm,0.7203,50.36,0.4814,4.79,29.96,79.08,126.79,11,Rice Blast
17.385,78.4867,30-60 cm,0.6321,37.82,0.4822,6.94,27.81,89.32,262.54,0,Rice Blast
17.385,78.4867,5-15 cm,0.7848,38.47,0.9193,5.02,30.68,66.69,172.41,7,Rice Blast
17.385,78.4867,30-60 cm,0.5081,33.17,0.1965,6.9,29.46,57.24,63.09,4,Suboptimal Growth
17.385,78.4867,15-30 cm,0.6803,22.4,0.1648,7.32,28.26,90.55,184.18,5,Sheath Blight
17.385,78.4867,0-5 cm,0.2753,29.82,0.1733,4.42,23.55,88.16,88.75,16,Suboptimal Growth
17.385,78.4867,30-60 cm,0.4941,26.55,0.2502,7.73,29.48,60.21,185.21,17,Sheath Blight
17.385,78.4867,0-5 cm,0.5949,33.34,0.3617,6.72,29.13,94.21,169.1,20,Sheath Blight
17.385,78.4867,5-15 cm,0.5968,20.92,0.1822,5.8,27.94,44.42,62.06,20,Suboptimal Growth
17.385,78.4867,0-5 cm,0.6475,41.18,0.495,5.81,26.91,87.02,257.86,22,Rice Blast
17.385,78.4867,0-5 cm,0.156,42.15,0.4537,4.35,29.69,88.14,119.31,10,Suboptimal Growth
17.385,78.4867,30-60 cm,0.5789,26.14,0.1484,5.7,31.94,42.62,81.68,10,Suboptimal Growth
17.385,78.4867,5-15 cm,0.5602,29.78,0.673,4.54,33.53,94.38,69.89,21,Suboptimal Growth
17.385,78.4867,0-5 cm,0.291,7.1,0.672,4.71,18.45,43.99,52.69,18,Suboptimal Growth
17.385,78.4867,0-5 cm,0.5355,48.15,0.3817,6.16,29.25,92.46,249.57,0,Rice Blast
17.385,78.4867,30-60 cm,0.706,31.41,0.7052,5.48,30.51,70.68,106.13,16,Rice Blast
17.385,78.4867,30-60 cm,0.497,27.88,0.2866,6.48,24.44,68.14,103.01,11,Healthy
17.385,78.4867,0-5 cm,0.7951,9.61,0.5115,5.01,19.06,74.92,71.27,9,Suboptimal Growth
17.385,78.4867,15-30 cm,0.3661,45.51,0.4248,5.62,19.49,51.92,115.27,4,Healthy
17.385,78.4867,30-60 cm,0.6942,25.8,0.6252,6.55,25.59,89.65,238.38,2,Rice Blast
17.385,78.4867,0-5 cm,0.4835,38.11,0.1767,6.31,31.46,93.79,225.97,20,Sheath Blight
17.385,78.4867,15-30 cm,0.4088,39.92,0.6333,5.77,22.03,73.86,133.71,9,Healthy
17.385,78.4867,0-5 cm,0.5729,25.23,0.5869,6.42,26.14,87.66,170.91,21,Rice Blast
17.385,78.4867,0-5 cm,0.7332,36.5,0.4793,5.38,20.62,59.96,138.07,7,Suboptimal Growth
17.385,78.4867,5-15 cm,0.1549,5.64,0.286,5.49,24.67,73.38,123.06,17,Suboptimal Growth
17.385,78.4867,0-5 cm,0.3015,40.29,0.4936,5.67,22.15,77.09,133.71,17,Healthy
17.385,78.4867,0-5 cm,0.4739,6.5,0.6954,4.42,23.8,55.84,90.62,23,Suboptimal Growth
17.385,78.4867,0-5 cm,0.4146,40.19,0.3903,5.82,31.33,91.27,192.82,2,Rice Blast
17.385,78.4867,15-30 cm,0.7412,56.81,0.554,5.2,32.45,63.47,167.3,19,Rice Blast
17.385,78.4867,15-30 cm,0.4089,49.9,0.1684,7.95,27.82,62.59,107.74,19,Sheath Blight
17.385,78.4867,0-5 cm,0.5153,21.9,0.3841,7.26,28.24,94.86,285.82,4,Sheath Blight
17.385,78.4867,5-15 cm,0.4821,22.51,0.7706,5.6,30.73,91.89,181.31,4,Rice Blast
17.385,78.4867,30-60 cm,0.1771,5.92,0.154,5.6,16.44,84.93,78.59,14,Suboptimal Growth
17.385,78.4867,30-60 cm,0.4598,34.91,0.4976,6.36,25.74,75.09,107.45,7,Healthy
17.385,78.4867,15-30 cm,0.4261,47.35,0.3385,6.98,20.19,60.42,124.45,17,Suboptimal Growth
17.385,78.4867,0-5 cm,0.2482,55.32,0.9384,4.01,19.39,41.49,84.03,20,Suboptimal Growth
17.385,78.4867,0-5 cm,0.3496,10.53,0.1079,7.28,29.14,92.13,228.16,20,Sheath Blight
17.385,78.4867,0-5 cm,0.4179,30.21,0.4504,5.57,31.1,46.38,63.74,20,Suboptimal Growth
17.385,78.4867,15-30 cm,0.6585,44.98,0.7824,5.99,34.38,40.02,63.95,0,Suboptimal Growth
17.385,78.4867,15-30 cm,0.3388,42.93,0.7376,4.46,28.62,74.25,120.17,4,Suboptimal Growth
17.385,78.4867,5-15 cm,0.4895,31.61,0.7085,5.67,23.15,91.74,299.74,23,Rice Blast
17.385,78.4867,0-5 cm,0.5466,19.67,0.4397,6.96,28.77,94.69,180.15,2,Sheath Blight
17.385,78.4867,15-30 cm,0.2489,48.42,0.5962,5.09,31.6,46.88,147.44,8,Suboptimal Growth
17.385,78.4867,15-30 cm,0.4749,44.91,0.2036,6.92,29.28,78.75,188.45,15,Sheath Blight
