Latitude,Longitude,Depth,Nitrogen (g/kg),Phosphorus (mg/kg),Potassium (cmol/kg),pH,Temperature (°C),Humidity (%),Rainfall (mm),Time of Day (Hour),Disease
17.385,78.4867,0-5 cm,0.3318,24.27,0.9275,6.31,24.12,86.07,131.33,22,Suboptimal Growth
17.385,78.4867,15-30 cm,0.7774,7.74,0.8869,5.52,33.78,57.54,61.75,12,Suboptimal Growth
17.385,78.4867,15-30 cm,0.4785,40.85,0.4301,5.07,28.62,69.24,76.85,22,Suboptimal Growth
17.385,78.4867,0-5 cm,0.5617,49.38,0.223,5.71,22.25,51.84,142.5,21,Healthy
17.385,78.4867,5-15 cm,0.6458,22.64,0.1466,6.22,31.32,90.7,256.26,5,Sheath Blight
17.385,78.4867,0-5 cm,0.6467,53.39,0.4546,5.42,33.18,72.6,154.02,13,Rice Blast
17.385,78.4867,0-5 cm,0.2345,20.3,0.498,6.07,26.49,68.39,104.57,13,Healthy
17.385,78.4867,30-60 cm,0.5915,25.06,0.9828,5.72,23.52,63.46,101.95,16,Suboptimal Growth
17.385,78.4867,15-30 cm,0.6339,25.86,0.4082,6.2,30.91,94.32,242.29,20,Sheath Blight
17.385,78.4867,15-30 cm,0.5555,31.54,0.678,5.91,19.8,55.72,120.68,19,Healthy
17.385,78.4867,0-5 cm,0.6478,33.71,0.9495,5.25,28.02,66.5,195.71,18,Rice Blast
17.385,78.4867,15-30 cm,0.6362,22.64,0.9135,6.11,24.95,89.82,189.44,0,Rice Blast
17.385,78.4867,0-5 cm,0.2591,7.72,0.2734,7.25,26.1,54.89,113.56,0,Suboptimal Growth
17.385,78.4867,0-5 cm,0.4948,62.2,0.8956,5.01,27.75,72.06,73.89,17,Suboptimal Growth
17.385,78.4867,30-60 cm,0.579,39.82,0.1326,6.64,29.22,69.94,191.94,14,Sheath Blight
17.385,78.4867,30-60 cm,0.7457,53.36,0.428,4.94,33.16,68.22,154.29,16,Rice Blast
17.385,78.4867,5-15 cm,0.6157,25.84,0.491,7.15,30.34,91.45,208.21,21,Sheath Blight
17.385,78.4867,5-15 cm,0.5192,48.11,0.3019,6.8,31.07,92.69,269.41,5,Sheath Blight
17.385,78.4867,15-30 cm,0.5771,11.75,0.2835,6.82,28.29,90.44,211.54,0,Sheath Blight
17.385,78.4867,0-5 cm,0.3536,47.31,0.1321,4.92,18.64,90.88,97.13,18,Suboptimal Growth
17.385,78.4867,15-30 cm,0.6784,21.82,0.4101,5.63,28.52,85.78,185.87,21,Rice Blast
17.385,78.4867,15-30 cm,0.6913,41.59,0.9536,5.81,22.19,94.26,220.64,4,Rice Blast
17.385,78.4867,15-30 cm,0.6169,37.34,0.342,6.29,31.25,92.85,192.16,22,Sheath Blight
17.385,78.4867,5-15 cm,0.5237,40.25,0.3734,6.57,26.12,93.14,181.68,5,Rice Blast
17.385,78.4867,15-30 cm,0.5315,40.88,0.1737,6.17,29.45,93.17,206.85,3,Sheath Blight
17.385,78.4867,0-5 cm,0.5238,10.23,0.5646,6.55,25.93,80.15,72.16,20,Suboptimal Growth
17.385,78.4867,30-60 cm,0.6656,51.55,0.376,4.06,19.7,79.16,137.88,23,Suboptimal Growth
17.385,78.4867,30-60 cm,0.7623,48.59,0.9163,4.85,30.93,77.24,165.61,13,Rice Blast
17.385,78.4867,30-60 cm,0.4494,45.55,0.1108,7.97,27.93,63.79,138.61,7,Sheath Blight
17.385,78.4867,15-30 cm,0.6029,39.77,0.305,6.4,23.74,93.98,172.11,3,Rice Blast
17.385,78.4867,30-60 cm,0.4325,30.02,0.9954,6.79,29.92,86.98,180.06,3,Rice Blast
17.385,78.4867,0-5 cm,0.4564,15.42,0.4888,6.79,29.15,94.0,158.7,22,Sheath Blight
17.385,78.4867,15-30 cm,0.545,35.66,0.665,6.51,33.07,63.33,84.81,4,Suboptimal Growth
17.385,78.4867,15-30 cm,0.5712,45.71,0.272,7.95,28.43,75.76,160.35,15,Sheath Blight
17.385,78.4867,15-30 cm,0.4074,46.99,0.2732,5.92,18.27,52.89,122.3,2,Healthy
17.385,78.4867,15-30 cm,0.3265,14.86,0.4395,6.91,29.94,91.58,153.82,23,Sheath Blight
17.385,78.4867,0-5 cm,0.4282,39.0,0.331,6.95,26.49,89.87,241.52,0,Rice Blast
17.385,78.4867,0-5 cm,0.4185,48.27,0.4544,5.6,22.86,74.82,160.81,17,Healthy
17.385,78.4867,15-30 cm,0.4973,27.36,0.2485,7.64,28.87,62.48,148.67,13,Sheath Blight
17.385,78.4867,5-15 cm,0.4349,44.89,0.1776,6.49,29.76,90.14,165.78,0,Sheath Blight
17.385,78.4867,5-15 cm,0.2891,20.04,0.4936,5.63,24.73,62.18,167.5,0,Healthy
17.385,78.4867,30-60 cm,0.2656,47.82,0.7684,6.13,23.39,69.01,140.35,20,Healthy
17.385,78.4867,5-15 cm,0.5917,40.14,0.8255,5.7,25.96,90.01,204.86,21,Rice Blast
17.385,78.4867,5-15 cm,0.6532,47.2,0.5027,6.82,33.03,65.62,88.08,1,Suboptimal Growth
17.385,78.4867,0-5 cm,0.494,29.25,0.2505,6.49,18.57,61.96,143.08,23,Healthy
17.385,78.4867,0-5 cm,0.6771,8.12,0.7419,5.37,33.36,91.71,113.87,21,Suboptimal Growth
17.385,78.4867,5-15 cm,0.3949,41.96,0.2687,5.72,20.27,66.05,136.04,21,Healthy
17.385,78.4867,5-15 cm,0.2439,22.78,0.4926,5.55,21.92,60.18,108.51,22,Healthy
17.385,78.4867,0-5 cm,0.5687,27.91,0.266,7.94,28.35,64.14,100.66,7,Sheath Blight
17.385,78.4867,5-15 cm,0.5352,49.13,0.3877,5.74,22.55,63.88,197.07,20,Healthy
17.385,78.4867,5-15 cm,0.3583,36.38,0.3021,6.22,25.71,70.1,149.64,12,Healthy
17.385,78.4867,30-60 cm,0.5075,40.42,0.7348,5.87,21.47,66.54,128.72,4,Healthy
17.385,78.4867,30-60 cm,0.3662,40.21,0.2857,6.47,22.89,74.8,152.58,12,Healthy
17.385,78.4867,15-30 cm,0.6899,39.87,0.4903,7.08,31.81,93.07,191.02,0,Sheath Blight
17.385,78.4867,15-30 cm,0.6027,32.3,0.5186,4.83,33.7,74.42,154.14,6,Rice Blast
17.385,78.4867,5-15 cm,0.5886,11.9,0.863,6.14,24.81,75.96,71.5,16,Suboptimal Growth
17.385,78.4867,0-5 cm,0.3337,27.38,0.4323,6.31,22.48,66.48,106.88,10,Healthy
17.385,78.4867,5-15 cm,0.6604,17.19,0.4476,6.22,28.46,90.39,271.93,5,Sheath Blight
17.385,78.4867,15-30 cm,0.5949,45.82,0.1484,6.95,25.72,65.26,123.15,6,Sheath Blight
17.385,78.4867,5-15 cm,0.313,21.49,0.3351,6.2,22.31,51.55,179.4,5,Healthy
17.385,78.4867,0-5 cm,0.4305,21.84,0.7136,5.65,29.91,86.53,278.26,20,Rice Blast
17.385,78.4867,15-30 cm,0.5118,14.15,0.2422,6.17,29.96,92.58,246.79,5,Sheath Blight
17.385,78.4867,5-15 cm,0.54,39.54,0.7597,5.53,26.12,92.98,238.61,5,Rice Blast
17.385,78.4867,5-15 cm,0.5356,41.07,0.9161,5.76,15.09,42.54,101.51,14,Suboptimal Growth
17.385,78.4867,5-15 cm,0.6179,38.33,0.312,4.56,28.05,45.75,112.76,10,Suboptimal Growth
17.385,78.4867,5-15 cm,0.7143,45.7,0.5007,4.51,28.62,62.66,172.71,13,Rice Blast
17.385,78.4867,30-60 cm,0.5957,45.73,0.4318,5.67,18.92,60.9,145.64,0,Healthy
17.385,78.4867,15-30 cm,0.232,9.01,0.8239,6.33,34.61,63.55,50.18,21,Suboptimal Growth
17.385,78.4867,0-5 cm,0.755,30.51,0.5244,4.56,28.17,68.28,101.6,17,Rice Blast
17.385,78.4867,5-15 cm,0.437,42.33,0.6161,5.66,26.37,69.01,175.51,10,Healthy
17.385,78.4867,5-15 cm,0.6453,31.43,0.3156,4.37,33.03,46.22,138.86,10,Suboptimal Growth
17.385,78.4867,30-60 cm,0.7315,15.57,0.9063,7.4,24.14,94.95,121.48,0,Suboptimal Growth
17.385,78.4867,15-30 cm,0.4652,47.07,0.3483,6.83,27.43,86.29,292.94,23,Rice Blast
17.385,78.4867,5-15 cm,0.4352,31.52,0.1176,6.54,31.62,94.97,283.15,2,Sheath Blight
17.385,78.4867,0-5 cm,0.7933,40.85,0.7331,4.54,25.39,61.73,77.98,6,Suboptimal Growth
17.385,78.4867,0-5 cm,0.3586,37.22,0.2025,5.81,24.94,67.17,172.77,3,Healthy
17.385,78.4867,30-60 cm,0.4269,15.8,0.2927,7.1,31.57,92.16,205.13,2,Sheath Blight
17.385,78.4867,30-60 cm,0.2891,32.88,0.7798,6.36,26.1,70.45,190.42,6,Healthy
17.385,78.4867,30-60 cm,0.7358,35.64,0.6103,5.2,33.24,77.41,198.39,15,Rice Blast
17.385,78.4867,0-5 cm,0.2371,28.27,0.5109,5.56,22.05,65.92,176.9,14,Healthy
17.385,78.4867,0-5 cm,0.5567,29.16,0.1866,7.5,29.65,68.86,151.38,18,Sheath Blight
17.385,78.4867,0-5 cm,0.5787,30.0,0.6618,6.01,30.28,67.24,73.65,14,Suboptimal Growth
17.385,78.4867,15-30 cm,0.6196,49.16,0.9739,4.56,34.03,65.44,128.14,18,Rice Blast
17.385,78.4867,5-15 cm,0.6032,27.73,0.8175,5.91,27.21,91.21,184.93,0,Rice Blast
17.385,78.4867,30-60 cm,0.6177,43.1,0.1672,6.82,28.9,92.14,258.08,3,Sheath Blight
17.385,78.4867,30-60 cm,0.6518,23.3,0.4703,6.82,26.68,94.25,241.0,21,Rice Blast
17.385,78.4867,15-30 cm,0.4311,38.64,0.1668,7.0,28.77,62.39,161.08,10,Sheath Blight
17.385,78.4867,5-15 cm,0.5863,36.25,0.4947,6.16,22.45,69.27,119.37,17,Healthy
17.385,78.4867,15-30 cm,0.2372,41.51,0.5598,6.13,20.65,56.26,195.71,5,Healthy
17.385,78.4867,30-60 cm,0.6473,47.44,0.5203,5.66,29.21,85.89,158.05,0,Rice Blast
17.385,78.4867,0-5 cm,0.3666,44.15,0.5649,4.96,34.3,60.93,109.98,19,Suboptimal Growth
17.385,78.4867,30-60 cm,0.493,46.56,0.1435,6.74,28.23,72.25,168.91,17,Sheath Blight
17.385,78.4867,0-5 cm,0.7148,50.24,0.7544,5.39,24.31,48.38,112.92,4,Suboptimal Growth
17.385,78.4867,15-30 cm,0.7138,36.21,0.5094,4.63,32.66,67.22,177.86,9,Rice Blast
17.385,78.4867,30-60 cm,0.6104,20.86,0.4172,6.97,31.36,91.35,262.88,21,Sheath Blight
17.385,78.4867,0-5 cm,0.5108,23.76,0.2186,6.56,29.13,76.54,122.64,16,Sheath Blight
17.385,78.4867,5-15 cm,0.4574,23.42,0.4013,6.51,28.47,90.58,224.19,3,Rice Blast
17.385,78.4867,5-15 cm,0.4405,47.99,0.4175,6.43,21.91,60.01,179.89,3,Healthy
17.385,78.4867,30-60 cm,0.4065,37.95,0.5203,6.13,24.44,73.48,199.94,14,Healthy
17.385,78.4867,5-15 cm,0.1888,24.12,0.8723,5.62,21.03,86.25,82.78,21,Suboptimal Growth
17.385,78.4867,30-60 cm,0.316,34.45,0.6395,6.25,25.56,63.1,106.72,11,Healthy
17.385,78.4867,0-5 cm,0.4714,15.65,0.3903,6.03,30.05,93.98,169.56,4,Sheath Blight
17.385,78.4867,5-15 cm,0.6738,10.28,0.4363,6.15,30.3,91.17,188.46,1,Sheath Blight
17.385,78.4867,15-30 cm,0.456,47.77,0.1027,6.94,27.57,62.86,199.72,6,Sheath Blight
17.385,78.4867,15-30 cm,0.6919,31.33,0.1449,6.77,28.35,91.56,210.38,0,Sheath Blight
17.385,78.4867,30-60 cm,0.5639,27.91,0.5225,6.26,29.77,88.48,214.06,2,Rice Blast
17.385,78.4867,0-5 cm,0.5683,49.49,0.1485,6.68,28.66,68.38,165.93,18,Sheath Blight
17.385,78.4867,0-5 cm,0.5747,33.14,0.4101,6.02,30.33,90.8,247.67,4,Sheath Blight
17.385,78.4867,30-60 cm,0.4577,34.58,0.2795,7.61,25.4,71.45,172.22,7,Sheath Blight
17.385,78.4867,30-60 cm,0.5622,18.92,0.4301,6.38,30.76,94.28,242.25,3,Sheath Blight
17.385,78.4867,5-15 cm,0.4489,62.4,0.5129,6.44,34.94,80.34,99.93,22,Suboptimal Growth
17.385,78.4867,0-5 cm,0.1394,19.68,0.1083,4.11,16.39,48.67,110.88,23,Suboptimal Growth
17.385,78.4867,5-15 cm,0.373,40.13,0.3465,7.07,30.33,42.23,111.38,12,Suboptimal Growth
17.385,78.4867,0-5 cm,0.2661,26.06,0.686,6.48,34.64,77.89,113.29,3,Suboptimal Growth
17.385,78.4867,15-30 cm,0.4677,47.54,0.3372,5.97,27.51,69.86,168.98,15,Healthy
17.385,78.4867,0-5 cm,0.4665,37.64,0.6252,6.31,34.79,63.43,115.35,10,Suboptimal Growth
17.385,78.4867,5-15 cm,0.3313,23.65,0.6719,6.22,20.04,65.98,143.72,18,Healthy
17.385,78.4867,5-15 cm,0.435,43.86,0.4536,7.35,28.87,91.0,152.39,0,Sheath Blight
17.385,78.4867,0-5 cm,0.614,46.42,0.895,5.7,30.37,86.86,271.61,23,Rice Blast
17.385,78.4867,15-30 cm,0.5056,14.56,0.886,5.81,23.87,44.92,79.53,9,Suboptimal Growth
17.385,78.4867,30-60 cm,0.288,47.55,0.5449,6.89,28.0,42.32,90.36,2,Suboptimal Growth
17.385,78.4867,30-60 cm,0.7423,33.64,0.9231,4.55,30.7,78.73,128.61,7,Rice Blast
17.385,78.4867,15-30 cm,0.3929,45.29,0.768,6.37,15.43,73.95,96.57,9,Suboptimal Growth
17.385,78.4867,0-5 cm,0.2767,47.69,0.3404,6.41,19.33,61.4,136.24,18,Healthy
17.385,78.4867,0-5 cm,0.7664,57.26,0.6392,5.5,29.5,66.17,192.46,11,Rice Blast
17.385,78.4867,5-15 cm,0.5549,43.56,0.2727,7.46,29.47,75.02,122.76,15,Sheath Blight
17.385,78.4867,15-30 cm,0.6076,38.89,0.1673,6.58,28.09,94.82,205.88,2,Sheath Blight
17.385,78.4867,15-30 cm,0.3019,48.12,0.3982,6.96,30.69,92.96,262.51,4,Sheath Blight
17.385,78.4867,5-15 cm,0.7099,49.27,0.9798,5.43,33.1,62.59,198.7,11,Rice Blast
17.385,78.4867,15-30 cm,0.59,41.35,0.2814,7.71,29.43,61.85,182.55,12,Sheath Blight
17.385,78.4867,30-60 cm,0.4617,43.07,0.632,4.61,30.2,70.24,107.19,4,Suboptimal Growth
17.385,78.4867,30-60 cm,0.4433,30.94,0.4441,6.09,25.45,61.16,184.83,16,Healthy
17.385,78.4867,0-5 cm,0.6268,24.21,0.3117,5.58,30.01,86.38,150.66,20,Rice Blast
17.385,78.4867,15-30 cm,0.5679,40.02,0.7965,5.44,23.94,59.65,75.53,19,Suboptimal Growth
17.385,78.4867,0-5 cm,0.3215,32.22,0.8933,5.72,26.87,43.23,81.17,4,Suboptimal Growth
17.385,78.4867,5-15 cm,0.6589,27.12,0.469,7.35,31.56,92.05,241.35,5,Sheath Blight
17.385,78.4867,5-15 cm,0.5831,44.62,0.4088,6.63,30.15,90.06,185.57,2,Sheath Blight
17.385,78.4867,5-15 cm,0.2311,38.21,0.6902,6.75,24.63,40.66,86.88,21,Suboptimal Growth
17.385,78.4867,15-30 cm,0.3691,22.55,0.4133,6.96,30.78,92.47,274.82,23,Sheath Blight
17.385,78.4867,15-30 cm,0.5179,25.45,0.4496,6.18,24.79,50.73,182.42,18,Healthy
17.385,78.4867,5-15 cm,0.4067,44.29,0.6706,6.09,27.61,71.46,165.22,14,Healthy
17.385,78.4867,5-15 cm,0.601,63.99,0.5381,6.18,15.88,54.1,145.62,15,Suboptimal Growth
17.385,78.4867,0-5 cm,0.7887,41.27,0.8471,5.45,30.93,63.57,129.07,12,Rice Blast
17.385,78.4867,5-15 cm,0.7628,47.22,0.234,6.2,25.27,75.92,101.26,9,Suboptimal Growth
17.385,78.4867,15-30 cm,0.5634,34.79,0.1954,6.61,27.74,73.18,126.16,15,Sheath Blight
17.385,78.4867,0-5 cm,0.6019,34.26,0.4666,5.46,32.24,92.92,73.8,0,Suboptimal Growth
17.385,78.4867,0-5 cm,0.3798,30.79,0.1156,7.31,25.47,59.31,69.65,18,Suboptimal Growth
17.385,78.4867,0-5 cm,0.5197,46.66,0.2622,7.77,25.47,72.79,123.62,14,Sheath Blight
17.385,78.4867,30-60 cm,0.3557,58.14,0.1053,5.5,29.56,81.57,104.59,20,Suboptimal Growth
17.385,78.4867,30-60 cm,0.3865,47.46,0.1013,5.11,26.54,90.88,137.72,14,Suboptimal Growth
17.385,78.4867,30-60 cm,0.4518,22.34,0.4132,5.77,19.27,54.75,144.32,1,Healthy
17.385,78.4867,0-5 cm,0.7521,49.11,0.7206,5.32,30.11,63.19,199.76,8,Rice Blast
17.385,78.4867,15-30 cm,0.5078,24.02,0.211,7.85,29.33,72.19,159.05,17,Sheath Blight
17.385,78.4867,15-30 cm,0.69,26.03,0.4226,4.83,24.51,48.91,57.23,5,Suboptimal Growth
17.385,78.4867,5-15 cm,0.5122,42.08,0.4989,6.85,28.62,91.74,150.17,4,Sheath Blight
17.385,78.4867,30-60 cm,0.1419,11.25,0.3394,6.4,31.51,54.39,112.62,11,Suboptimal Growth
17.385,78.4867,5-15 cm,0.5975,45.16,0.2002,6.82,30.24,90.95,157.19,2,Sheath Blight
17.385,78.4867,0-5 cm,0.1389,22.52,0.4164,4.6,20.95,63.2,131.45,0,Suboptimal Growth
17.385,78.4867,0-5 cm,0.5449,26.43,0.5372,6.14,24.73,62.23,183.12,10,Healthy
17.385,78.4867,30-60 cm,0.7052,30.75,0.8326,4.92,32.06,76.65,165.57,6,Rice Blast
17.385,78.4867,15-30 cm,0.4146,27.24,0.2059,6.92,26.93,76.27,173.06,14,Sheath Blight
17.385,78.4867,5-15 cm,0.2014,28.72,0.7205,5.88,22.35,65.25,125.57,0,Healthy
17.385,78.4867,15-30 cm,0.5953,29.36,0.9419,6.37,27.7,86.38,205.21,2,Rice Blast
17.385,78.4867,15-30 cm,0.5444,15.71,0.1735,6.22,15.12,74.29,97.59,19,Suboptimal Growth
17.385,78.4867,5-15 cm,0.6078,55.71,0.3977,5.19,34.51,61.67,167.98,15,Rice Blast
17.385,78.4867,15-30 cm,0.4818,38.31,0.163,7.33,27.41,73.13,123.48,17,Sheath Blight
17.385,78.4867,15-30 cm,0.603,25.04,0.1048,6.16,31.26,90.51,165.08,20,Sheath Blight
17.385,78.4867,0-5 cm,0.2421,56.96,0.5888,4.5,24.24,50.9,54.83,4,Suboptimal Growth
17.385,78.4867,5-15 cm,0.2465,5.06,0.5826,6.33,21.06,57.68,137.28,7,Suboptimal Growth
17.385,78.4867,5-15 cm,0.738,46.36,0.1855,4.17,26.76,91.92,111.84,8,Suboptimal Growth
17.385,78.4867,5-15 cm,0.2039,35.95,0.6321,5.68,26.97,67.25,120.12,8,Healthy
17.385,78.4867,5-15 cm,0.607,44.1,0.3916,4.62,28.73,71.28,134.56,11,Rice Blast
17.385,78.4867,0-5 cm,0.5093,10.23,0.4769,6.87,30.75,90.9,196.12,2,Sheath Blight
17.385,78.4867,5-15 cm,0.6284,57.63,0.2148,4.92,28.1,93.21,111.81,1,Suboptimal Growth
17.385,78.4867,30-60 cm,0.5965,54.06,0.9988,4.02,33.73,57.82,98.51,4,Suboptimal Growth
17.385,78.4867,15-30 cm,0.6093,46.56,0.7763,5.53,31.16,89.79,206.38,2,Rice Blast
17.385,78.4867,30-60 cm,0.7958,52.61,0.6418,4.6,30.11,78.65,135.72,19,Rice Blast
17.385,78.4867,0-5 cm,0.3329,42.25,0.7832,5.58,22.13,51.6,192.01,0,Healthy
17.385,78.4867,15-30 cm,0.5287,21.26,0.3174,7.43,29.52,71.52,93.57,2,Suboptimal Growth
17.385,78.4867,5-15 cm,0.6495,24.35,0.3925,6.82,29.67,93.81,174.56,23,Sheath Blight
17.385,78.4867,30-60 cm,0.5284,21.85,0.2603,6.59,31.32,94.06,232.25,2,Sheath Blight
17.385,78.4867,0-5 cm,0.5255,48.3,0.2559,5.94,22.12,69.01,184.56,2,Healthy
17.385,78.4867,15-30 cm,0.5388,24.29,0.2593,7.98,26.71,69.84,197.55,19,Sheath Blight
17.385,78.4867,5-15 cm,0.3688,47.73,0.7553,6.39,22.61,57.89,192.31,18,Healthy
17.385,78.4867,5-15 cm,0.7421,53.59,0.1838,4.41,16.2,71.42,132.72,6,Suboptimal Growth
17.385,78.4867,15-30 cm,0.5259,22.42,0.9433,5.99,31.84,88.44,246.0,20,Rice Blast
17.385,78.4867,15-30 cm,0.505,34.41,0.8428,5.56,24.78,88.56,251.84,20,Rice Blast
17.385,78.4867,0-5 cm,0.7109,10.89,0.6363,4.02,24.57,85.02,125.75,23,Suboptimal Growth
17.385,78.4867,15-30 cm,0.2684,60.13,0.4467,5.38,33.56,94.56,54.45,13,Suboptimal Growth
17.385,78.4867,0-5 cm,0.541,48.97,0.5495,6.06,24.93,62.63,149.8,20,Healthy
17.385,78.4867,30-60 cm,0.3719,24.89,0.2586,6.18,22.27,78.79,132.27,17,Healthy
17.385,78.4867,0-5 cm,0.6365,44.4,0.1943,6.84,33.47,57.07,93.92,16,Suboptimal Growth
17.385,78.4867,30-60 cm,0.3196,53.37,0.2897,6.29,19.18,93.57,53.04,6,Suboptimal Growth
17.385,78.4867,30-60 cm,0.4076,28.66,0.1192,7.05,25.75,74.39,118.83,14,Sheath Blight
17.385,78.4867,30-60 cm,0.659,47.27,0.5755,5.32,29.41,61.92,134.76,10,Rice Blast
17.385,78.4867,5-15 cm,0.4123,15.84,0.4206,7.22,29.62,94.15,222.66,1,Sheath Blight
17.385,78.4867,0-5 cm,0.6479,33.66,0.477,5.35,30.15,67.21,164.58,17,Rice Blast
17.385,78.4867,30-60 cm,0.7171,38.3,0.3555,5.31,33.33,77.68,167.86,18,Rice Blast
17.385,78.4867,5-15 cm,0.5365,48.71,0.1708,7.01,26.34,65.21,188.47,12,Sheath Blight
17.385,78.4867,5-15 cm,0.6017,46.41,0.9198,4.52,30.02,78.19,115.88,16,Rice Blast
17.385,78.4867,5-15 cm,0.5116,36.67,0.4886,5.55,22.79,65.66,103.73,19,Healthy
17.385,78.4867,30-60 cm,0.5356,26.58,0.6192,6.18,22.9,86.9,198.04,23,Rice Blast
17.385,78.4867,5-15 cm,0.3927,34.66,0.2389,5.94,25.92,61.01,149.62,8,Healthy
17.385,78.4867,0-5 cm,0.7638,69.35,0.7372,5.04,28.57,69.44,105.97,16,Suboptimal Growth
17.385,78.4867,15-30 cm,0.651,41.85,0.3968,5.29,30.31,61.58,183.08,9,Rice Blast
17.385,78.4867,5-15 cm,0.6145,39.74,0.4682,7.49,30.36,91.78,208.17,3,Sheath Blight
17.385,78.4867,30-60 cm,0.4803,21.74,0.167,7.5,26.86,76.99,142.94,13,Sheath Blight
17.385,78.4867,15-30 cm,0.5741,23.97,0.1393,7.57,29.39,74.93,105.26,11,Sheath Blight
17.385,78.4867,15-30 cm,0.3419,36.12,0.1733,5.49,23.17,61.77,147.81,20,Suboptimal Growth
17.385,78.4867,5-15 cm,0.6898,5.02,0.9871,4.56,26.12,52.56,95.21,9,Suboptimal Growth
17.385,78.4867,15-30 cm,0.6641,51.6,0.637,4.93,32.52,68.13,184.85,18,Rice Blast
17.385,78.4867,0-5 cm,0.7147,53.63,0.5875,5.39,30.63,60.46,100.84,8,Rice Blast
17.385,78.4867,30-60 cm,0.579,41.79,0.3827,6.17,25.83,75.01,194.07,7,Healthy
17.385,78.4867,0-5 cm,0.7332,48.76,0.7096,4.88,31.04,79.27,164.37,13,Rice Blast
17.385,78.4867,30-60 cm,0.6818,28.29,0.6577,6.57,29.19,87.29,275.98,23,Rice Blast
17.385,78.4867,0-5 cm,0.7979,55.81,0.8251,4.93,34.1,75.92,128.32,12,Rice Blast
17.385,78.4867,0-5 cm,0.4355,59.09,0.9002,5.27,32.78,47.77,102.18,14,Suboptimal Growth
17.385,78.4867,5-15 cm,0.4792,13.75,0.7016,4.59,28.96,94.58,132.72,5,Suboptimal Growth
17.385,78.4867,30-60 cm,0.4573,44.79,0.3281,5.72,28.77,90.36,214.41,23,Rice Blast
17.385,78.4867,5-15 cm,0.6779,33.18,0.9355,4.87,32.16,64.57,127.68,13,Rice Blast
17.385,78.4867,30-60 cm,0.6342,32.67,0.9385,5.75,29.3,88.86,223.34,23,Rice Blast
17.385,78.4867,5-15 cm,0.7802,56.46,0.3956,4.53,31.61,77.2,112.21,10,Rice Blast
17.385,78.4867,15-30 cm,0.619,48.99,0.3953,5.74,26.49,88.34,169.5,2,Rice Blast
17.385,78.4867,15-30 cm,0.5847,24.42,0.1911,7.69,26.91,69.93,160.7,12,Sheath Blight
17.385,78.4867,0-5 cm,0.304,30.36,0.7442,5.8,27.82,77.43,148.17,12,Healthy
17.385,78.4867,5-15 cm,0.146,65.25,0.4989,4.15,16.67,85.64,63.26,17,Suboptimal Growth
17.385,78.4867,5-15 cm,0.6024,51.24,0.7489,5.17,28.71,82.76,68.63,10,Suboptimal Growth
17.385,78.4867,30-60 cm,0.5928,33.85,0.3588,7.03,29.57,90.21,157.21,3,Sheath Blight
17.385,78.4867,30-60 cm,0.3061,27.64,0.4671,6.12,28.06,93.75,237.16,2,Sheath Blight
17.385,78.4867,30-60 cm,0.4324,12.77,0.2722,6.75,31.03,92.01,291.64,2,Sheath Blight
17.385,78.4867,30-60 cm,0.4191,27.37,0.3293,6.02,22.78,73.01,113.66,15,Healthy
17.385,78.4867,30-60 cm,0.4316,48.59,0.4512,6.42,31.78,91.7,287.53,1,Sheath Blight
17.385,78.4867,15-30 cm,0.4417,31.39,0.321,6.25,28.38,93.36,150.64,20,Sheath Blight
17.385,78.4867,30-60 cm,0.4884,33.55,0.1547,7.8,26.54,77.39,130.42,7,Sheath Blight
17.385,78.4867,30-60 cm,0.5634,38.04,0.3524,6.32,31.99,94.73,264.43,21,Sheath Blight
17.385,78.4867,0-5 cm,0.6111,10.19,0.2618,6.49,28.48,94.38,215.46,5,Sheath Blight
17.385,78.4867,30-60 cm,0.4935,33.04,0.2153,5.57,21.94,53.68,163.88,1,Healthy
17.385,78.4867,0-5 cm,0.6864,48.17,0.1393,6.64,31.5,90.05,247.61,1,Sheath Blight
17.385,78.4867,5-15 cm,0.5624,20.55,0.4018,6.2,27.23,71.0,110.98,13,Healthy
17.385,78.4867,30-60 cm,0.6177,43.92,0.3386,4.68,33.12,65.83,157.8,19,Rice Blast
17.385,78.4867,0-5 cm,0.5314,22.56,0.4008,6.51,29.81,90.93,279.61,23,Rice Blast
17.385,78.4867,15-30 cm,0.5314,36.5,0.5935,5.57,22.94,53.83,118.23,4,Healthy
17.385,78.4867,0-5 cm,0.4817,39.18,0.721,6.28,23.46,53.1,177.97,5,Healthy
17.385,78.4867,0-5 cm,0.3718,39.77,0.2112,6.77,29.06,90.48,208.6,22,Sheath Blight
17.385,78.4867,15-30 cm,0.2981,43.74,0.4441,5.89,27.97,73.95,109.98,13,Healthy
17.385,78.4867,0-5 cm,0.7344,53.27,0.3954,4.95,32.92,70.42,162.51,7,Rice Blast
17.385,78.4867,0-5 cm,0.4209,47.13,0.3105,5.72,18.67,67.38,118.51,4,Healthy
17.385,78.4867,0-5 cm,0.5924,43.3,0.2208,7.88,26.4,68.39,141.65,10,Sheath Blight
17.385,78.4867,0-5 cm,0.6794,51.02,0.8654,5.06,29.46,79.33,175.35,13,Rice Blast
17.385,78.4867,5-15 cm,0.5314,32.67,0.3653,6.24,30.85,93.09,240.68,20,Sheath Blight
